Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[182]    0.0    0.00    0.00       2         void std::_Destroy<HashMap<int>::Entry*, HashMap<int>::Entry>(HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [182]
                0.00    0.00       2/2           void std::_Destroy<HashMap<int>::Entry*>(HashMap<int>::Entry*, HashMap<int>::Entry*) [181]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [200]
[183]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [183]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z7task0_1v [199]
[184]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [184]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z16fill_bins_randomRSt6vectorImSaImEEm [198]
[185]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [185]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[186]    0.0    0.00    0.00       1         task1() [186]
                0.00    0.00      24/96          std::vector<int, std::allocator<int> >::size() const [24]
                0.00    0.00      22/33          std::vector<int, std::allocator<int> >::operator[](unsigned long) [43]
                0.00    0.00       9/15          HashMap<int>::insert(int const&) [72]
                0.00    0.00       2/3           HashMap<int>::getSize() const [141]
                0.00    0.00       2/3           HashMap<int>::get_all() const [142]
                0.00    0.00       2/4           std::vector<int, std::allocator<int> >::~vector() [137]
                0.00    0.00       1/2           HashMap<int>::HashMap(unsigned long) [149]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [194]
                0.00    0.00       1/2           HashMap<int>::~HashMap() [150]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[187]    0.0    0.00    0.00       1         task0_2() [187]
                0.00    0.00      12/96          std::vector<int, std::allocator<int> >::size() const [24]
                0.00    0.00      11/33          std::vector<int, std::allocator<int> >::operator[](unsigned long) [43]
                0.00    0.00       6/15          HashMap<int>::insert(int const&) [72]
                0.00    0.00       1/2           HashMap<int>::HashMap(unsigned long) [149]
                0.00    0.00       1/3           HashMap<int>::getSize() const [141]
                0.00    0.00       1/3           HashMap<int>::get_all() const [142]
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::~vector() [137]
                0.00    0.00       1/2           HashMap<int>::~HashMap() [150]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[188]    0.0    0.00    0.00       1         task0_3() [188]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [192]
[189]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::get_allocator() const [189]
                0.00    0.00       1/31          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [46]
                0.00    0.00       1/2           std::allocator<int>::allocator(std::allocator<int> const&) [159]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [191]
[190]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [190]
                0.00    0.00       1/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [129]
                0.00    0.00       1/2           std::allocator<int>::allocator(std::allocator<int> const&) [159]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [193]
[191]    0.0    0.00    0.00       1         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [191]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [190]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [194]
[192]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [192]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [167]
                0.00    0.00       2/36          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [40]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::get_allocator() const [189]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [193]
                0.00    0.00       1/5           std::allocator<int>::~allocator() [132]
                0.00    0.00       1/4           std::vector<int, std::allocator<int> >::~vector() [137]
                0.00    0.00       1/1           void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [195]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [192]
[193]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [193]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [191]
-----------------------------------------------
                0.00    0.00       1/1           task1() [186]
[194]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [194]
                0.00    0.00       1/1           std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [197]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [192]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [192]
[195]    0.0    0.00    0.00       1         void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [195]
                0.00    0.00       1/1           std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&) [196]
-----------------------------------------------
                0.00    0.00       1/1           void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [195]
[196]    0.0    0.00    0.00       1         std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&) [196]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [194]
[197]    0.0    0.00    0.00       1         std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [197]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [8] max_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [121] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::max_size() const [82] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::begin()
   [7] average_of_bins(std::vector<unsigned long, std::allocator<unsigned long> >&) [56] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::operator[](unsigned long) const [174] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::resize(unsigned long)
   [4] fill_bins_random(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long) [77] std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [175] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::vector()
   [2] ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [24] std::vector<int, std::allocator<int> >::size() const [176] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~vector()
 [183] __static_initialization_and_destruction_0(int, int) (main.cpp) [49] std::vector<int, std::allocator<int> >::max_size() const [36] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::operator[](unsigned long)
 [184] __static_initialization_and_destruction_0(int, int) (Lib.cpp) [5] std::vector<unsigned long, std::allocator<unsigned long> >::size() const [51] std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&)
 [185] __static_initialization_and_destruction_0(int, int) (balls.cpp) [157] std::allocator<HashMap<int>::Entry>::allocator() [52] std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&)
 [186] task1()               [158] std::allocator<HashMap<int>::Entry>::~allocator() [88] int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&)
   [3] task2()               [159] std::allocator<int>::allocator(std::allocator<int> const&) [192] std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>)
 [187] task0_2()             [145] std::allocator<int>::allocator() [53] std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>)
 [188] task0_3()             [132] std::allocator<int>::~allocator() [124] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&)
  [71] HashMap<int>::table_full() [9] std::allocator<unsigned long>::allocator() [125] void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&)
  [62] HashMap<int>::Entry::Entry() [60] std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [57] std::vector<int, std::allocator<int> >::end()
  [72] HashMap<int>::insert(int const&) [39] std::allocator<unsigned long>::~allocator() [89] std::vector<int, std::allocator<int> >::back()
 [149] HashMap<int>::HashMap(unsigned long) [160] void std::_Destroy_aux<true>::__destroy<HashMap<int>::Entry*>(HashMap<int>::Entry*, HashMap<int>::Entry*) [83] std::vector<int, std::allocator<int> >::begin()
 [150] HashMap<int>::~HashMap() [133] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [90] std::vector<int, std::allocator<int> >::push_back(int&&)
 [151] __gnu_cxx::new_allocator<HashMap<int>::Entry>::deallocate(HashMap<int>::Entry*, unsigned long) [96] void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*) [68] std::vector<int, std::allocator<int> >::push_back(int const&)
 [152] __gnu_cxx::new_allocator<HashMap<int>::Entry>::allocate(unsigned long, void const*) [161] std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_allocate(unsigned long) [193] std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&)
 [153] __gnu_cxx::new_allocator<HashMap<int>::Entry>::new_allocator() [162] std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl::_Vector_impl() [148] std::vector<int, std::allocator<int> >::vector()
 [154] __gnu_cxx::new_allocator<HashMap<int>::Entry>::~new_allocator() [163] std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl::~_Vector_impl() [137] std::vector<int, std::allocator<int> >::~vector()
  [73] __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [134] std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_deallocate(HashMap<int>::Entry*, unsigned long) [194] std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&)
  [74] __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [164] std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_impl_data::_Vector_impl_data() [43] std::vector<int, std::allocator<int> >::operator[](unsigned long)
  [65] void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [127] std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_get_Tp_allocator() [108] std::vector<unsigned long, std::allocator<unsigned long> >::_S_max_size(std::allocator<unsigned long> const&)
  [84] void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [165] std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_Vector_base() [109] std::vector<unsigned long, std::allocator<unsigned long> >::_S_check_init_len(unsigned long, std::allocator<unsigned long> const&)
 [140] __gnu_cxx::new_allocator<int>::new_allocator() [166] std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::~_Vector_base() [12] std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_initialize(unsigned long, unsigned long const&)
 [155] __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [78] std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [13] std::vector<unsigned long, std::allocator<unsigned long> >::vector(unsigned long, unsigned long const&, std::allocator<unsigned long> const&)
 [131] __gnu_cxx::new_allocator<int>::~new_allocator() [190] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [110] std::vector<unsigned long, std::allocator<unsigned long> >::~vector()
  [92] __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [146] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [6] std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long)
  [93] __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [135] std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [63] void std::_Construct<HashMap<int>::Entry>(HashMap<int>::Entry*)
  [58] __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&) [66] std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [111] unsigned long* std::__fill_n_a<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::random_access_iterator_tag)
  [94] __gnu_cxx::new_allocator<unsigned long>::new_allocator() [128] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [64] HashMap<int>::Entry* std::__addressof<HashMap<int>::Entry>(HashMap<int>::Entry&)
  [37] __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [167] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [130] HashMap<int>::Entry* std::__niter_base<HashMap<int>::Entry*>(HashMap<int>::Entry*)
 [126] __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::__normal_iterator(HashMap<int>::Entry const* const&) [129] std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [25] int* std::__niter_base<int*>(int*)
  [41] __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator++() [40] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [177] HashMap<int>::Entry* std::__relocate_a<HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry> >(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&)
  [47] __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::__normal_iterator(HashMap<int>::Entry* const&) [191] std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [54] int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&)
  [69] __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator++() [147] std::_Vector_base<int, std::allocator<int> >::_Vector_base() [178] HashMap<int>::Entry* std::__relocate_a_1<HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry> >(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&)
  [29] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [136] std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [55] std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&)
  [75] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [97] std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long) [195] void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&)
  [38] bool __gnu_cxx::operator!=<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >(__gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&, __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&) [98] std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long> const&) [14] std::__size_to_integer(unsigned long)
  [44] bool __gnu_cxx::operator!=<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >(__gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&, __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&) [99] std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [112] std::iterator_traits<unsigned long*>::iterator_category std::__iterator_category<unsigned long*>(unsigned long* const&)
 [117] HashMap<int>::quadratic_probe(unsigned long) const [100] std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [15] unsigned long* std::uninitialized_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&)
  [76] HashMap<int>::hash(int const&) const [101] std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_create_storage(unsigned long) [16] unsigned long* std::__uninitialized_fill_n_a<unsigned long*, unsigned long, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::allocator<unsigned long>&)
 [141] HashMap<int>::getSize() const [102] std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl_data::_Vector_impl_data() [179] HashMap<int>::Entry* std::__uninitialized_default_n<HashMap<int>::Entry*, unsigned long>(HashMap<int>::Entry*, unsigned long)
 [142] HashMap<int>::get_all() const [61] std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [180] HashMap<int>::Entry* std::__uninitialized_default_n_a<HashMap<int>::Entry*, unsigned long, HashMap<int>::Entry>(HashMap<int>::Entry*, unsigned long, std::allocator<HashMap<int>::Entry>&)
 [118] __gnu_cxx::new_allocator<HashMap<int>::Entry>::_M_max_size() const [103] std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base(unsigned long, std::allocator<unsigned long> const&) [70] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
 [119] __gnu_cxx::new_allocator<HashMap<int>::Entry>::max_size() const [104] std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [32] unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  [35] __gnu_cxx::new_allocator<int>::_M_max_size() const [168] std::allocator_traits<std::allocator<HashMap<int>::Entry> >::deallocate(std::allocator<HashMap<int>::Entry>&, HashMap<int>::Entry*, unsigned long) [196] std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&)
  [48] __gnu_cxx::new_allocator<int>::max_size() const [169] std::allocator_traits<std::allocator<HashMap<int>::Entry> >::allocate(std::allocator<HashMap<int>::Entry>&, unsigned long) [197] std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&)
  [59] __gnu_cxx::new_allocator<unsigned long>::_M_max_size() const [122] std::allocator_traits<std::allocator<HashMap<int>::Entry> >::max_size(std::allocator<HashMap<int>::Entry> const&) [91] std::remove_reference<int&>::type&& std::move<int&>(int&)
  [95] __gnu_cxx::new_allocator<unsigned long>::max_size() const [79] std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [17] unsigned long* std::fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&)
  [26] __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::base() const [80] std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [34] int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
  [42] __gnu_cxx::__normal_iterator<HashMap<int>::Entry const*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator*() const [50] std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [33] int&& std::forward<int>(std::remove_reference<int>::type&)
  [27] __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::base() const [67] void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [181] void std::_Destroy<HashMap<int>::Entry*>(HashMap<int>::Entry*, HashMap<int>::Entry*)
  [45] __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator*() const [87] void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [182] void std::_Destroy<HashMap<int>::Entry*, HashMap<int>::Entry>(HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&)
  [28] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [105] std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [138] void std::_Destroy<int*>(int*, int*)
  [85] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [106] std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [139] void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  [86] __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [107] std::allocator_traits<std::allocator<unsigned long> >::max_size(std::allocator<unsigned long> const&) [113] void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*)
 [120] std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_get_Tp_allocator() const [11] unsigned long* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [114] void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&)
 [189] std::_Vector_base<int, std::allocator<int> >::get_allocator() const [170] HashMap<int>::Entry* std::__uninitialized_default_n_1<false>::__uninit_default_n<HashMap<int>::Entry*, unsigned long>(HashMap<int>::Entry*, unsigned long) [115] void std::__fill_a<unsigned long*, unsigned long>(unsigned long*, unsigned long*, unsigned long const&)
  [46] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [123] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_max_size(std::allocator<HashMap<int>::Entry> const&) [116] __gnu_cxx::__enable_if<std::__is_scalar<unsigned long>::__value, void>::__type std::__fill_a1<unsigned long*, unsigned long>(unsigned long*, unsigned long*, unsigned long const&)
 [156] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_check_len(unsigned long, char const*) const [171] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_relocate(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&) [30] operator new(unsigned long, void*)
 [143] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::end() const [172] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_do_relocate(HashMap<int>::Entry*, HashMap<int>::Entry*, HashMap<int>::Entry*, std::allocator<HashMap<int>::Entry>&, std::integral_constant<bool, true>) [10] _init
  [31] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::size() const [173] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long)
 [144] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::begin() const [81] std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::end()
