Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[67]     0.0    0.00    0.00      19         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [67]
                0.00    0.00      19/46          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
                0.00    0.00      19/19          void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [65]
-----------------------------------------------
                0.00    0.00      19/19          HashMap<int>::get_all() const [142]
[68]     0.0    0.00    0.00      19         std::vector<int, std::allocator<int> >::push_back(int const&) [68]
                0.00    0.00      11/19          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [67]
                0.00    0.00       8/29          std::vector<int, std::allocator<int> >::end() [57]
                0.00    0.00       8/8           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
-----------------------------------------------
                0.00    0.00      17/17          HashMap<int>::table_full() [71]
[69]     0.0    0.00    0.00      17         __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator++() [69]
-----------------------------------------------
                0.00    0.00       2/17          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_check_len(unsigned long, char const*) const [156]
                0.00    0.00      15/17          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [77]
[70]     0.0    0.00    0.00      17         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [70]
-----------------------------------------------
                0.00    0.00      15/15          HashMap<int>::insert(int const&) [72]
[71]     0.0    0.00    0.00      15         HashMap<int>::table_full() [71]
                0.00    0.00      32/32          __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator*() const [45]
                0.00    0.00      32/32          bool __gnu_cxx::operator!=<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >(__gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&, __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > > const&) [44]
                0.00    0.00      17/17          __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::operator++() [69]
                0.00    0.00      15/15          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::begin() [82]
                0.00    0.00      15/15          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::end() [81]
-----------------------------------------------
                0.00    0.00       6/15          task0_2() [187]
                0.00    0.00       9/15          task1() [186]
[72]     0.0    0.00    0.00      15         HashMap<int>::insert(int const&) [72]
                0.00    0.00      45/45          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::operator[](unsigned long) [36]
                0.00    0.00      15/15          HashMap<int>::table_full() [71]
                0.00    0.00      15/15          HashMap<int>::hash(int const&) const [76]
                0.00    0.00      11/11          HashMap<int>::quadratic_probe(unsigned long) const [117]
-----------------------------------------------
                0.00    0.00      15/15          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [79]
[73]     0.0    0.00    0.00      15         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [73]
-----------------------------------------------
                0.00    0.00      15/15          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [80]
[74]     0.0    0.00    0.00      15         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [74]
                0.00    0.00      15/45          __gnu_cxx::new_allocator<int>::_M_max_size() const [35]
-----------------------------------------------
                0.00    0.00       7/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00       8/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
[75]     0.0    0.00    0.00      15         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [75]
                0.00    0.00      30/60          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [28]
-----------------------------------------------
                0.00    0.00      15/15          HashMap<int>::insert(int const&) [72]
[76]     0.0    0.00    0.00      15         HashMap<int>::hash(int const&) const [76]
                0.00    0.00      15/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::size() const [31]
-----------------------------------------------
                0.00    0.00       7/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00       8/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
[77]     0.0    0.00    0.00      15         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [77]
                0.00    0.00      60/96          std::vector<int, std::allocator<int> >::size() const [24]
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::max_size() const [49]
                0.00    0.00      15/17          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [70]
-----------------------------------------------
                0.00    0.00       7/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00       8/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
[78]     0.0    0.00    0.00      15         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [78]
                0.00    0.00      15/15          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [80]
-----------------------------------------------
                0.00    0.00      15/15          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [66]
[79]     0.0    0.00    0.00      15         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [79]
                0.00    0.00      15/15          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [73]
-----------------------------------------------
                0.00    0.00      15/15          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [78]
[80]     0.0    0.00    0.00      15         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [80]
                0.00    0.00      15/15          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [74]
-----------------------------------------------
                0.00    0.00      15/15          HashMap<int>::table_full() [71]
[81]     0.0    0.00    0.00      15         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::end() [81]
                0.00    0.00      15/30          __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::__normal_iterator(HashMap<int>::Entry* const&) [47]
-----------------------------------------------
                0.00    0.00      15/15          HashMap<int>::table_full() [71]
[82]     0.0    0.00    0.00      15         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::begin() [82]
                0.00    0.00      15/30          __gnu_cxx::__normal_iterator<HashMap<int>::Entry*, std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> > >::__normal_iterator(HashMap<int>::Entry* const&) [47]
-----------------------------------------------
                0.00    0.00       7/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00       8/15          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
[83]     0.0    0.00    0.00      15         std::vector<int, std::allocator<int> >::begin() [83]
                0.00    0.00      15/58          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [29]
-----------------------------------------------
                0.00    0.00      14/14          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [87]
[84]     0.0    0.00    0.00      14         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [84]
                0.00    0.00      14/49          int&& std::forward<int>(std::remove_reference<int>::type&) [33]
                0.00    0.00      14/55          operator new(unsigned long, void*) [30]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::back() [89]
[85]     0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [85]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::back() [89]
[86]     0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [86]
                0.00    0.00      14/58          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [29]
-----------------------------------------------
                0.00    0.00       7/14          int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [88]
                0.00    0.00       7/14          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
[87]     0.0    0.00    0.00      14         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [87]
                0.00    0.00      14/49          int&& std::forward<int>(std::remove_reference<int>::type&) [33]
                0.00    0.00      14/14          void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [84]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::push_back(int&&) [90]
[88]     0.0    0.00    0.00      14         int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [88]
                0.00    0.00      14/49          int&& std::forward<int>(std::remove_reference<int>::type&) [33]
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::back() [89]
                0.00    0.00       7/14          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [87]
                0.00    0.00       7/29          std::vector<int, std::allocator<int> >::end() [57]
                0.00    0.00       7/7           void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
-----------------------------------------------
                0.00    0.00      14/14          int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [88]
[89]     0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::back() [89]
                0.00    0.00      14/29          std::vector<int, std::allocator<int> >::end() [57]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [86]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [85]
-----------------------------------------------
                0.00    0.00      14/14          HashMap<int>::get_all() const [142]
[90]     0.0    0.00    0.00      14         std::vector<int, std::allocator<int> >::push_back(int&&) [90]
                0.00    0.00      14/14          std::remove_reference<int&>::type&& std::move<int&>(int&) [91]
                0.00    0.00      14/14          int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [88]
-----------------------------------------------
                0.00    0.00      14/14          std::vector<int, std::allocator<int> >::push_back(int&&) [90]
[91]     0.0    0.00    0.00      14         std::remove_reference<int&>::type&& std::move<int&>(int&) [91]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [105]
[92]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [92]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [106]
[93]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [93]
                0.00    0.00      12/24          __gnu_cxx::new_allocator<unsigned long>::_M_max_size() const [59]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator<unsigned long>::allocator() [9]
[94]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<unsigned long>::new_allocator() [94]
-----------------------------------------------
                0.00    0.00      12/12          std::allocator_traits<std::allocator<unsigned long> >::max_size(std::allocator<unsigned long> const&) [107]
[95]     0.0    0.00    0.00      12         __gnu_cxx::new_allocator<unsigned long>::max_size() const [95]
                0.00    0.00      12/24          __gnu_cxx::new_allocator<unsigned long>::_M_max_size() const [59]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [113]
[96]     0.0    0.00    0.00      12         void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*) [96]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_create_storage(unsigned long) [101]
[97]     0.0    0.00    0.00      12         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long) [97]
                0.00    0.00      12/12          std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [106]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base(unsigned long, std::allocator<unsigned long> const&) [103]
[98]     0.0    0.00    0.00      12         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long> const&) [98]
                0.00    0.00      12/24          std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [60]
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl_data::_Vector_impl_data() [102]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [104]
[99]     0.0    0.00    0.00      12         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [99]
                0.00    0.00      12/36          std::allocator<unsigned long>::~allocator() [39]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [104]
[100]    0.0    0.00    0.00      12         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [100]
                0.00    0.00      12/12          std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [105]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base(unsigned long, std::allocator<unsigned long> const&) [103]
[101]    0.0    0.00    0.00      12         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_create_storage(unsigned long) [101]
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long) [97]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long> const&) [98]
[102]    0.0    0.00    0.00      12         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl_data::_Vector_impl_data() [102]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::vector(unsigned long, unsigned long const&, std::allocator<unsigned long> const&) [13]
[103]    0.0    0.00    0.00      12         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_base(unsigned long, std::allocator<unsigned long> const&) [103]
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long> const&) [98]
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_create_storage(unsigned long) [101]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [110]
[104]    0.0    0.00    0.00      12         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [104]
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [100]
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_Vector_impl::~_Vector_impl() [99]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [100]
[105]    0.0    0.00    0.00      12         std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [105]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [92]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long) [97]
[106]    0.0    0.00    0.00      12         std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [106]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [93]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::_S_max_size(std::allocator<unsigned long> const&) [108]
[107]    0.0    0.00    0.00      12         std::allocator_traits<std::allocator<unsigned long> >::max_size(std::allocator<unsigned long> const&) [107]
                0.00    0.00      12/12          __gnu_cxx::new_allocator<unsigned long>::max_size() const [95]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::_S_check_init_len(unsigned long, std::allocator<unsigned long> const&) [109]
[108]    0.0    0.00    0.00      12         std::vector<unsigned long, std::allocator<unsigned long> >::_S_max_size(std::allocator<unsigned long> const&) [108]
                0.00    0.00      12/12          std::allocator_traits<std::allocator<unsigned long> >::max_size(std::allocator<unsigned long> const&) [107]
                0.00    0.00      12/50          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [32]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::vector(unsigned long, unsigned long const&, std::allocator<unsigned long> const&) [13]
[109]    0.0    0.00    0.00      12         std::vector<unsigned long, std::allocator<unsigned long> >::_S_check_init_len(unsigned long, std::allocator<unsigned long> const&) [109]
                0.00    0.00      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::_S_max_size(std::allocator<unsigned long> const&) [108]
                0.00    0.00      12/24          std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [60]
                0.00    0.00      12/36          std::allocator<unsigned long>::~allocator() [39]
-----------------------------------------------
                0.00    0.00      12/12          ball_experiment_run(unsigned long, unsigned long, unsigned long, void (*)(std::vector<unsigned long, std::allocator<unsigned long> >&, unsigned long)) [2]
[110]    0.0    0.00    0.00      12         std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [110]
                0.00    0.00      12/24          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [61]
                0.00    0.00      12/12          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [104]
                0.00    0.00      12/12          void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [114]
-----------------------------------------------
                0.00    0.00      12/12          unsigned long* std::fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [17]
[111]    0.0    0.00    0.00      12         unsigned long* std::__fill_n_a<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::random_access_iterator_tag) [111]
                0.00    0.00      12/12          void std::__fill_a<unsigned long*, unsigned long>(unsigned long*, unsigned long*, unsigned long const&) [115]
-----------------------------------------------
                0.00    0.00      12/12          unsigned long* std::fill_n<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&) [17]
[112]    0.0    0.00    0.00      12         std::iterator_traits<unsigned long*>::iterator_category std::__iterator_category<unsigned long*>(unsigned long* const&) [112]
-----------------------------------------------
                0.00    0.00      12/12          void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [114]
[113]    0.0    0.00    0.00      12         void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [113]
                0.00    0.00      12/12          void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*) [96]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [110]
[114]    0.0    0.00    0.00      12         void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [114]
                0.00    0.00      12/12          void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [113]
-----------------------------------------------
                0.00    0.00      12/12          unsigned long* std::__fill_n_a<unsigned long*, unsigned long, unsigned long>(unsigned long*, unsigned long, unsigned long const&, std::random_access_iterator_tag) [111]
[115]    0.0    0.00    0.00      12         void std::__fill_a<unsigned long*, unsigned long>(unsigned long*, unsigned long*, unsigned long const&) [115]
                0.00    0.00      12/12          __gnu_cxx::__enable_if<std::__is_scalar<unsigned long>::__value, void>::__type std::__fill_a1<unsigned long*, unsigned long>(unsigned long*, unsigned long*, unsigned long const&) [116]
-----------------------------------------------
                0.00    0.00      12/12          void std::__fill_a<unsigned long*, unsigned long>(unsigned long*, unsigned long*, unsigned long const&) [115]
[116]    0.0    0.00    0.00      12         __gnu_cxx::__enable_if<std::__is_scalar<unsigned long>::__value, void>::__type std::__fill_a1<unsigned long*, unsigned long>(unsigned long*, unsigned long*, unsigned long const&) [116]
-----------------------------------------------
                0.00    0.00      11/11          HashMap<int>::insert(int const&) [72]
[117]    0.0    0.00    0.00      11         HashMap<int>::quadratic_probe(unsigned long) const [117]
                0.00    0.00      29/29          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::operator[](unsigned long) const [56]
                0.00    0.00      18/50          std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::size() const [31]
-----------------------------------------------
                0.00    0.00       2/10          __gnu_cxx::new_allocator<HashMap<int>::Entry>::allocate(unsigned long, void const*) [152]
                0.00    0.00       8/10          __gnu_cxx::new_allocator<HashMap<int>::Entry>::max_size() const [119]
[118]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<HashMap<int>::Entry>::_M_max_size() const [118]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator_traits<std::allocator<HashMap<int>::Entry> >::max_size(std::allocator<HashMap<int>::Entry> const&) [122]
[119]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<HashMap<int>::Entry>::max_size() const [119]
                0.00    0.00       8/10          __gnu_cxx::new_allocator<HashMap<int>::Entry>::_M_max_size() const [118]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::max_size() const [121]
[120]    0.0    0.00    0.00       8         std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_get_Tp_allocator() const [120]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_default_append(unsigned long) [173]
                0.00    0.00       4/8           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_check_len(unsigned long, char const*) const [156]
[121]    0.0    0.00    0.00       8         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::max_size() const [121]
                0.00    0.00       8/8           std::_Vector_base<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_M_get_Tp_allocator() const [120]
                0.00    0.00       8/8           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_max_size(std::allocator<HashMap<int>::Entry> const&) [123]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_max_size(std::allocator<HashMap<int>::Entry> const&) [123]
[122]    0.0    0.00    0.00       8         std::allocator_traits<std::allocator<HashMap<int>::Entry> >::max_size(std::allocator<HashMap<int>::Entry> const&) [122]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<HashMap<int>::Entry>::max_size() const [119]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::max_size() const [121]
[123]    0.0    0.00    0.00       8         std::vector<HashMap<int>::Entry, std::allocator<HashMap<int>::Entry> >::_S_max_size(std::allocator<HashMap<int>::Entry> const&) [123]
                0.00    0.00       8/8           std::allocator_traits<std::allocator<HashMap<int>::Entry> >::max_size(std::allocator<HashMap<int>::Entry> const&) [122]
                0.00    0.00       8/50          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [32]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<int, std::allocator<int> >::push_back(int const&) [68]
[124]    0.0    0.00    0.00       8         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [124]
                0.00    0.00      16/36          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [40]
                0.00    0.00      16/60          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [28]
                0.00    0.00      16/30          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [52]
                0.00    0.00       8/15          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [77]
                0.00    0.00       8/15          std::vector<int, std::allocator<int> >::begin() [83]
                0.00    0.00       8/15          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [75]
                0.00    0.00       8/15          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [78]
                0.00    0.00       8/46          int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [34]
                0.00    0.00       8/19          void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [67]
                0.00    0.00       8/19          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [66]
-----------------------------------------------
                0.00    0.00       7/7           int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [88]
[125]    0.0    0.00    0.00       7         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [125]
                0.00    0.00      14/36          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [40]
                0.00    0.00      14/60          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [28]
                0.00    0.00      14/30          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [52]
                0.00    0.00       7/15          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [77]
                0.00    0.00       7/15          std::vector<int, std::allocator<int> >::begin() [83]
